IDCliente,Prefijo,Nombre,Apellido,Nacimiento,EstadoCivil,Género,correo-e,IngresoAnual,Hijos,NivelEducativo,Ocupacion
33939,Sr.,Micheal,Suarez,12/9/1990,Soltero,M,suarezmicheal1990@ciclovida.com,4000,1,Educacion Secundaria Completa,Operativo
33940,Sr.,Stanley,Fernandez,11/8/1990,Casado,M,fernandezstanley1990@ciclovida.com,4000,1,Educacion Secundaria Completa,Operativo
33942,Srita.,Brittney,West,24/5/1991,Casado,F,westbrittney1991@ciclovida.com,8000,0,Educacion Universitaria Completa,Oficinista
33943,Srita.,Carolyn,Raman,25/4/1991,Soltero,F,ramancarolyn1991@ciclovida.com,8000,0,Educacion Universitaria Completa,Oficinista
33944,Sr.,Edwin,Yang,21/12/1990,Casado,M,yangedwin1990@ciclovida.com,8000,0,Educacion Universitaria Completa,Oficinista
33945,Sr.,Jessie,Chen,2/3/1991,Casado,M,chenjessie1991@ciclovida.com,8000,0,Educacion Universitaria Completa,Oficinista
33947,Sr.,Victor,Suarez,1/1/1990,Casado,M,suarezvictor1990@ciclovida.com,6000,1,Educacion Universitaria Completa,Operativo Calificado
33948,Sr.,Randy,He,9/1/1990,Casado,M,herandy1990@ciclovida.com,6000,1,Educacion Universitaria Completa,Operativo Calificado
33949,Sra.,Grace,Taylor,31/3/1989,Casado,F,taylorgrace1989@ciclovida.com,2000,5,Educacion Secundaria Incompleta,Operativo
33950,Sra.,Grace,Alvarez,14/5/1989,Soltero,F,alvarezgrace1989@ciclovida.com,2000,4,Educacion Secundaria Incompleta,Operativo
33951,Sra.,Peter,Saddow,22/7/1989,Casado,F,saddowpeter1989@ciclovida.com,2000,4,Educacion Secundaria Incompleta,Operativo
33952,Sr.,Casey,Hernandez,22/8/1989,Casado,M,hernandezcasey1989@ciclovida.com,2000,4,Educacion Secundaria Incompleta,Operativo
33953,Sr.,Tony,Rai,22/1/1989,Casado,M,raitony1989@ciclovida.com,4000,2,Educacion Secundaria Completa,Operativo
33954,Sr.,Neil,Martinez,26/4/1989,Casado,M,martinezneil1989@ciclovida.com,6000,1,Educacion Universitaria Completa,Operativo Calificado
33955,Sr.,Andre,Raman,10/8/1988,Casado,M,ramanandre1988@ciclovida.com,2000,3,Educacion Secundaria Incompleta,Operativo
33956,Sr.,Billy,Serrano,24/2/1988,Casado,M,serranobilly1988@ciclovida.com,2000,3,Educacion Secundaria Incompleta,Operativo
33957,Sra.,Alexis,Hughes,7/12/1952,Casado,F,hughesalexis1952@ciclovida.com,2000,4,Educacion Secundaria Completa,Operativo
33958,Sra.,Regina,Rodriguez,18/10/1988,Casado,F,rodriguezregina1988@ciclovida.com,4000,2,Educacion Secundaria Completa,Operativo
33959,Sr.,Max,Martinez,18/11/1987,Casado,M,martinezmax1987@ciclovida.com,4000,3,Educacion Secundaria Completa,Operativo
33960,Sr.,Jonathon,Jimenez,27/9/1988,Casado,M,jimenezjonathon1988@ciclovida.com,4000,3,Educacion Secundaria Completa,Operativo
33961,Sra.,Autumn,Gao,25/10/1988,Casado,F,gaoautumn1988@ciclovida.com,6000,1,Educacion Universitaria Completa,Operativo Calificado
33962,Sr.,Dakota,Gonzales,12/8/1988,Casado,M,gonzalesdakota1988@ciclovida.com,6000,2,Educacion Universitaria Completa,Operativo
33963,Sra.,Hannah,Wilson,16/7/1988,Soltero,F,wilsonhannah1988@ciclovida.com,6000,2,Educacion Universitaria Completa,Operativo
33964,Sr.,Damien,He,19/2/1987,Casado,M,hedamien1987@ciclovida.com,4000,3,Educacion Secundaria Completa,Operativo
33966,Srita.,Cassandra,Perez,9/2/1990,Soltero,F,perezcassandra1990@ciclovida.com,8000,0,Educacion Universitaria Completa,Profesional
33967,Sr.,Dwayne,Munoz,8/5/1990,Casado,M,munozdwayne1990@ciclovida.com,8000,0,Educacion Universitaria Completa,Profesional
33968,Srita.,Jillian,Gonzalez,1/10/1990,Casado,F,gonzalezjillian1990@ciclovida.com,8000,0,Educacion Universitaria Completa,Profesional
33969,Srita.,Claudia,He,18/1/1990,Soltero,F,heclaudia1990@ciclovida.com,16000,0,Postgrado,Operativo Calificado
33970,Sr.,Julio,Diaz,25/4/1986,Soltero,M,diazjulio1986@ciclovida.com,6000,1,Educacion Universitaria Completa,Oficinista
33971,Sra.,Julie,Alvarez,22/1/1986,Soltero,F,alvarezjulie1986@ciclovida.com,6000,1,Educacion Universitaria Completa,Oficinista
33972,Sra.,Diana,Vazquez,28/7/1958,Casado,F,vazquezdiana1958@ciclovida.com,6000,1,Educacion Universitaria Completa,Operativo Calificado
33973,Sr.,Francisco,Fernandez,7/3/1958,Casado,M,fernandezfrancisco1958@ciclovida.com,6000,1,Educacion Universitaria Completa,Operativo Calificado
33974,Sra.,Olivia,Howard,24/5/1989,Soltero,F,howardolivia1989@ciclovida.com,6000,2,Educacion Universitaria Completa,Oficinista
33975,Sra.,Sarah,Smith,24/7/1989,Casado,F,smithsarah1989@ciclovida.com,6000,2,Educacion Universitaria Completa,Oficinista
33976,Sra.,Jenny,He,30/1/1989,Casado,F,hejenny1989@ciclovida.com,8000,1,Educacion Universitaria Completa,Operativo Calificado
33977,Sra.,Kaitlyn,Alvarez,5/2/1989,Casado,F,alvarezkaitlyn1989@ciclovida.com,8000,1,Educacion Universitaria Completa,Operativo Calificado
33978,Sr.,Andy,Torres,19/2/1988,Casado,M,torresandy1988@ciclovida.com,8000,1,Educacion Universitaria Completa,Operativo Calificado
33979,Sr.,Billy,Dominguez,7/6/1988,Casado,M,dominguezbilly1988@ciclovida.com,8000,1,Educacion Universitaria Completa,Operativo Calificado
33980,Sra.,Robyn,Ortega,9/5/1988,Casado,F,ortegarobyn1988@ciclovida.com,8000,1,Educacion Universitaria Completa,Operativo Calificado
33981,Sra.,Carolyn,Sanchez,27/2/1987,Casado,F,sanchezcarolyn1987@ciclovida.com,6000,3,Educacion Universitaria Completa,Oficinista
33982,Sr.,Kelvin,Shan,6/10/1987,Soltero,M,shankelvin1987@ciclovida.com,6000,3,Educacion Universitaria Completa,Oficinista
33983,Sr.,Jonathan,Jenkins,8/2/1987,Casado,M,jenkinsjonathan1987@ciclovida.com,6000,3,Educacion Universitaria Completa,Oficinista
33984,Srita.,Tonya,Lal,22/12/2000,Soltero,F,laltonya2000@ciclovida.com,4000,0,Educacion Secundaria Completa,Operativo
33985,Sr.,Eddie,Suarez,23/4/2001,Soltero,M,suarezeddie2001@ciclovida.com,4000,0,Educacion Secundaria Completa,Operativo
33986,Sra.,Kaylee,Barbosa,17/12/2002,Soltero,F,barbosakaylee2002@ciclovida.com,4000,4,Educacion Secundaria Completa,Operativo
33987,Sr.,Cameron,Long,20/11/2001,Soltero,M,longcameron2001@ciclovida.com,4000,0,Educacion Secundaria Completa,Operativo
33988,Sra.,Mary,Foster,28/8/1987,Casado,F,fostermary1987@ciclovida.com,8000,1,Educacion Universitaria Completa,Operativo Calificado
33989,Sra.,Stephanie,Green,13/4/1986,Soltero,F,greenstephanie1986@ciclovida.com,6000,1,Educacion Universitaria Completa,Oficinista
33990,Sra.,Kristin,Zaldivar,2/3/1986,Casado,F,zaldivarkristin1986@ciclovida.com,6000,1,Educacion Universitaria Completa,Oficinista
33991,Sr.,Gary,Carlson,13/1/1986,Casado,M,carlsongary1986@ciclovida.com,8000,1,Educacion Universitaria Completa,Operativo Calificado
33992,Sr.,Pedro,Martinez,2/10/1986,Casado,M,martinezpedro1986@ciclovida.com,8000,1,Educacion Universitaria Completa,Operativo Calificado
33993,Sr.,Shannon,Gill,23/1/2002,Casado,M,gillshannon2002@ciclovida.com,6000,3,Educacion Universitaria Completa,Oficinista
33994,Srita.,Donna,Chande,19/1/2001,Casado,F,chandedonna2001@ciclovida.com,6000,0,Educacion Universitaria Completa,Oficinista
33995,Sr.,Emmanuel,Kapoor,15/1/2001,Soltero,M,kapooremmanuel2001@ciclovida.com,6000,0,Educacion Universitaria Completa,Oficinista
33996,Srita.,Kaitlyn,Allen,23/3/2001,Soltero,F,allenkaitlyn2001@ciclovida.com,6000,0,Educacion Universitaria Completa,Oficinista
33997,Srita.,Valerie,Liu,15/1/2001,Soltero,F,liuvalerie2001@ciclovida.com,6000,0,Educacion Universitaria Completa,Oficinista
33998,Srita.,Michele,Blanco,23/4/2000,Soltero,F,blancomichele2000@ciclovida.com,4000,0,Educacion Secundaria Completa,Operativo
33999,Srita.,Heather,Hu,8/3/2000,Soltero,F,huheather2000@ciclovida.com,4000,0,Educacion Secundaria Completa,Operativo
34000,Sr.,Erik,Vazquez,9/3/2000,Soltero,M,vazquezerik2000@ciclovida.com,4000,0,Educacion Secundaria Completa,Operativo
34001,Srita.,Tiffany,Xu,25/3/2000,Soltero,F,xutiffany2000@ciclovida.com,4000,0,Educacion Secundaria Completa,Operativo
34002,Sr.,Pedro,Martinez,9/10/2000,Soltero,M,martinezpedro2000@ciclovida.com,4000,0,Educacion Secundaria Completa,Operativo
34003,Sr.,James,Washington,24/2/2000,Soltero,M,washingtonjames2000@ciclovida.com,6000,0,Educacion Universitaria Completa,Oficinista
34004,Srita.,Kimberly,Ramirez,15/7/2000,Soltero,F,ramirezkimberly2000@ciclovida.com,6000,0,Educacion Universitaria Completa,Oficinista
34005,Sr.,Jamie,Gutierrez,10/2/1998,Soltero,M,gutierrezjamie1998@ciclovida.com,2000,0,Educacion Secundaria Incompleta,Operativo
34006,Srita.,Tanya,Navarro,8/11/1997,Casado,F,navarrotanya1997@ciclovida.com,2000,0,Educacion Secundaria Incompleta,Operativo
34007,Srita.,Felicia,Rubio,6/4/1998,Casado,F,rubiofelicia1998@ciclovida.com,4000,0,Educacion Secundaria Incompleta,Operativo
34008,Sr.,Devon,Tang,1/11/1998,Soltero,M,tangdevon1998@ciclovida.com,4000,0,Educacion Secundaria Incompleta,Operativo
34009,Srita.,Carla,Patel,7/5/1998,Soltero,F,patelcarla1998@ciclovida.com,4000,0,Educacion Secundaria Incompleta,Operativo
34010,Sr.,Edgar,Kapoor,17/3/1998,Soltero,M,kapooredgar1998@ciclovida.com,4000,0,Educacion Secundaria Incompleta,Operativo
34011,Sr.,Martin,Martinez,8/7/1999,Soltero,M,martinezmartin1999@ciclovida.com,6000,0,Educacion Universitaria Completa,Oficinista
34012,Srita.,Alisha,Hu,7/5/1999,Soltero,F,hualisha1999@ciclovida.com,6000,0,Educacion Universitaria Completa,Oficinista
34013,Srita.,Tara,Sharma,21/10/1999,Soltero,F,sharmatara1999@ciclovida.com,6000,0,Educacion Universitaria Completa,Oficinista
34014,Sra.,Kristy,Gutierrez,11/3/1999,Casado,F,gutierrezkristy1999@ciclovida.com,8000,1,Educacion Universitaria Completa,Operativo Calificado
34015,Sr.,Andrew,Williams,1/4/1997,Casado,M,williamsandrew1997@ciclovida.com,2000,0,Educacion Secundaria Incompleta,Operativo
34016,Sr.,Alvin,Lin,28/11/1999,Soltero,M,linalvin1999@ciclovida.com,2000,0,Postgrado,Operativo
34017,Sra.,Misty,Nath,27/7/1986,Soltero,F,nathmisty1986@ciclovida.com,2000,1,Postgrado,Operativo
34018,Sr.,Christian,Davis,2/5/1986,Casado,M,davischristian1986@ciclovida.com,2000,1,Postgrado,Operativo
34019,Sr.,Stanley,Martinez,14/6/1986,Casado,M,martinezstanley1986@ciclovida.com,2000,1,Postgrado,Operativo
34020,Sr.,Gerald,Sanchez,12/8/1986,Casado,M,sanchezgerald1986@ciclovida.com,4000,1,Postgrado,Oficinista
34021,Sra.,Cheryl,Serrano,25/11/1985,Soltero,F,serranocheryl1985@ciclovida.com,4000,1,Postgrado,Oficinista
34022,Sr.,Craig,Suarez,11/5/1985,Soltero,M,suarezcraig1985@ciclovida.com,4000,1,Postgrado,Oficinista
34023,Sra.,Kathleen,Hernandez,23/8/1959,Casado,F,hernandezkathleen1959@ciclovida.com,4000,1,Postgrado,Oficinista
34024,Sra.,Brittney,Zaldivar,24/2/1980,Soltero,F,zaldivarbrittney1980@ciclovida.com,2000,2,Educacion Universitaria Completa,Operativo
34025,Sr.,Richard,Simmons,14/7/1980,Casado,M,simmonsrichard1980@ciclovida.com,2000,2,Educacion Universitaria Completa,Operativo
34026,Sr.,Jack,Campbell,27/1/1979,Casado,M,campbelljack1979@ciclovida.com,2000,2,Educacion Universitaria Completa,Operativo
34027,Sr.,Jon,Shan,27/6/1979,Soltero,M,shanjon1979@ciclovida.com,4000,1,Educacion Universitaria Completa,Oficinista
34028,Sr.,Casey,Rubio,30/3/1962,Soltero,M,rubiocasey1962@ciclovida.com,4000,1,Educacion Universitaria Completa,Oficinista
34029,Sr.,Seth,Jenkins,3/10/1965,Soltero,M,jenkinsseth1965@ciclovida.com,4000,1,Educacion Universitaria Completa,Oficinista
34030,Sr.,Orlando,Ramos,28/5/1965,Soltero,M,ramosorlando1965@ciclovida.com,6000,1,Educacion Universitaria Completa,Oficinista
34031,Sra.,Tracy,Raje,12/1/1966,Casado,F,rajetracy1966@ciclovida.com,4000,1,Educacion Universitaria Completa,Operativo
34032,Sr.,Wesley,Zaldivar,15/4/1966,Casado,M,zaldivarwesley1966@ciclovida.com,4000,1,Educacion Universitaria Completa,Operativo
34033,Sra.,Marie,Subram,9/8/1967,Casado,F,subrammarie1967@ciclovida.com,2000,3,Educacion Universitaria Completa,Operativo
34034,Sr.,Omar,Deng,20/6/1967,Soltero,M,dengomar1967@ciclovida.com,2000,3,Educacion Universitaria Completa,Operativo
34035,Srita.,Christine,Luo,11/11/2003,Casado,F,luochristine2003@ciclovida.com,2000,0,Educacion Universitaria Completa,Operativo
34036,Sr.,Carl,Zaldivar,8/9/2004,Soltero,M,zaldivarcarl2004@ciclovida.com,2000,0,Educacion Universitaria Completa,Operativo
34037,Sr.,Luke,Kumar,10/12/2003,Casado,M,kumarluke2003@ciclovida.com,2000,0,Educacion Universitaria Completa,Operativo
34038,Sr.,Grant,Raje,22/5/2004,Casado,M,rajegrant2004@ciclovida.com,2000,0,Educacion Universitaria Completa,Operativo
34039,Sr.,Micah,Guo,3/1/2004,Soltero,M,guomicah2004@ciclovida.com,2000,0,Educacion Universitaria Completa,Operativo
34040,Srita.,Teresa,Gomez,18/9/2001,Soltero,F,gomezteresa2001@ciclovida.com,2000,0,Educacion Secundaria Completa,Operativo
34042,Srita.,Renee,Alvarez,28/3/2001,Soltero,F,alvarezrenee2001@ciclovida.com,2000,0,Educacion Secundaria Completa,Operativo
34043,Srita.,Lacey,Zaldivar,11/8/2001,Soltero,F,zaldivarlacey2001@ciclovida.com,2000,0,Educacion Secundaria Completa,Operativo
34044,Sr.,Manuel,Sosa,23/3/2001,Casado,M,sosamanuel2001@ciclovida.com,2000,0,Educacion Secundaria Completa,Operativo
34045,Sra.,Lydia,Martinez,14/5/2000,Soltero,F,martinezlydia2000@ciclovida.com,2000,1,Educacion Secundaria Completa,Operativo
34046,Sra.,Jaime,Hernandez,29/8/2000,Soltero,F,hernandezjaime2000@ciclovida.com,2000,1,Educacion Secundaria Completa,Operativo
34047,Sr.,Jarrod,Chandra,20/3/2003,Soltero,M,chandrajarrod2003@ciclovida.com,2000,1,Educacion Secundaria Completa,Operativo
34048,Sra.,Jessie,Hernandez,2/8/2003,Casado,F,hernandezjessie2003@ciclovida.com,2000,1,Educacion Secundaria Completa,Operativo
34049,Srita.,Lacey,Wang,28/11/2002,Soltero,F,wanglacey2002@ciclovida.com,4000,0,Educacion Universitaria Completa,Oficinista
34050,Sr.,Keith,Chander,31/3/2003,Casado,M,chanderkeith2003@ciclovida.com,4000,0,Educacion Universitaria Completa,Oficinista
34051,Srita.,Lacey,Luo,11/1/2002,Soltero,F,luolacey2002@ciclovida.com,4000,0,Educacion Universitaria Completa,Oficinista
34052,Srita.,Marie,Jimenez,23/2/2002,Casado,F,jimenezmarie2002@ciclovida.com,4000,0,Educacion Universitaria Completa,Oficinista
34053,Srita.,Gina,Gill,10/12/2000,Soltero,F,gillgina2000@ciclovida.com,4000,0,Educacion Universitaria Completa,Oficinista
34054,Sr.,Clifford,Sara,15/8/2001,Soltero,M,saraclifford2001@ciclovida.com,4000,0,Educacion Universitaria Completa,Operativo
34055,Srita.,Robyn,Blanco,10/1/2001,Casado,F,blancorobyn2001@ciclovida.com,4000,0,Educacion Universitaria Completa,Operativo
34056,Sr.,Arturo,Jai,19/2/1967,Soltero,M,jaiarturo1967@ciclovida.com,4000,2,Educacion Universitaria Completa,Operativo
34057,Sr.,Edwin,Nath,21/8/1967,Casado,M,nathedwin1967@ciclovida.com,4000,2,Educacion Universitaria Completa,Operativo
34058,Sra.,Nancy,Lopez,7/4/1967,Casado,F,lopeznancy1967@ciclovida.com,6000,1,Educacion Universitaria Completa,Oficinista
34059,Sra.,Ruth,Perez,1/7/1985,Soltero,F,perezruth1985@ciclovida.com,6000,4,Postgrado,Oficinista
34060,Sra.,Alexandra,Jackson,30/7/1985,Soltero,F,jacksonalexandra1985@ciclovida.com,6000,3,Postgrado,Oficinista
34061,Sra.,Tara,She,30/9/1984,Soltero,F,shetara1984@ciclovida.com,2000,1,Educacion Secundaria Completa,Operativo
34062,Sr.,Theodore,Alvarez,25/12/1983,Soltero,M,alvareztheodore1983@ciclovida.com,4000,1,Educacion Universitaria Completa,Operativo
34063,Sra.,Daisy,Serrano,14/12/1983,Soltero,F,serranodaisy1983@ciclovida.com,6000,3,Postgrado,Oficinista
34064,Sr.,Charles,Torres,12/3/1983,Soltero,M,torrescharles1983@ciclovida.com,4000,2,Educacion Universitaria Completa,Operativo
34065,Sr.,Andre,Suri,6/9/1983,Casado,M,suriandre1983@ciclovida.com,6000,3,Postgrado,Oficinista
34066,Sr.,Austin,Chen,10/9/1982,Soltero,M,chenaustin1982@ciclovida.com,4000,2,Educacion Universitaria Completa,Operativo
34067,Sr.,Marshall,He,17/7/1984,Casado,M,hemarshall1984@ciclovida.com,6000,3,Postgrado,Oficinista
34068,Sra.,Regina,Perez,9/11/1983,Soltero,F,perezregina1983@ciclovida.com,6000,3,Postgrado,Oficinista
34069,Sr.,Louis,Becker,22/10/1983,Casado,M,beckerlouis1983@ciclovida.com,6000,0,Educacion Universitaria Completa,Oficinista
34070,Sr.,Armando,Martinez,26/11/1982,Casado,M,martinezarmando1982@ciclovida.com,6000,0,Educacion Universitaria Completa,Oficinista
34071,Sra.,Dawn,Zhao,9/10/1994,Casado,F,zhaodawn1994@ciclovida.com,2000,2,Educacion Secundaria Completa,Operativo
34072,Sr.,Armando,Gill,30/1/1994,Casado,M,gillarmando1994@ciclovida.com,2000,2,Educacion Secundaria Completa,Operativo
34073,Srita.,Whitney,Martinez,23/1/1994,Soltero,F,martinezwhitney1994@ciclovida.com,4000,0,Educacion Universitaria Completa,Operativo
34074,Srita.,Chelsea,Martinez,3/7/1994,Casado,F,martinezchelsea1994@ciclovida.com,6000,0,Educacion Universitaria Completa,Oficinista
34075,Srita.,Veronica,Perez,11/3/1994,Casado,F,perezveronica1994@ciclovida.com,8000,0,Postgrado,Oficinista
34076,Sr.,Grant,Jai,28/8/1994,Soltero,M,jaigrant1994@ciclovida.com,8000,0,Postgrado,Oficinista
34077,Sra.,Olivia,Gonzales,31/5/1993,Casado,F,gonzalesolivia1993@ciclovida.com,2000,2,Educacion Secundaria Completa,Operativo
34078,Srita.,Tamara,Barbosa,25/8/1993,Soltero,F,barbosatamara1993@ciclovida.com,4000,0,Educacion Universitaria Completa,Operativo
34079,Sr.,Keith,Xie,18/7/1993,Soltero,M,xiekeith1993@ciclovida.com,6000,0,Educacion Universitaria Completa,Oficinista
34080,Sr.,Darren,Gonzalez,17/5/1993,Soltero,M,gonzalezdarren1993@ciclovida.com,6000,0,Educacion Universitaria Completa,Oficinista
34081,Sra.,Katherine,Alvarez,25/10/1993,Soltero,F,alvarezkatherine1993@ciclovida.com,6000,1,Educacion Universitaria Completa,Oficinista
34082,Srita.,Marie,Munoz,29/12/1992,Casado,F,munozmarie1992@ciclovida.com,8000,0,Postgrado,Oficinista
34083,Sra.,Stacey,Guo,10/5/1992,Casado,F,guostacey1992@ciclovida.com,2000,2,Educacion Secundaria Completa,Operativo
34084,Srita.,Sabrina,Diaz,6/1/1993,Soltero,F,diazsabrina1993@ciclovida.com,8000,0,Postgrado,Oficinista
34085,Srita.,Chelsea,Jordan,15/9/1993,Casado,F,jordanchelsea1993@ciclovida.com,12000,0,Postgrado,Operativo Calificado
34086,Sr.,Ricardo,Shan,21/4/1993,Soltero,M,shanricardo1993@ciclovida.com,12000,0,Postgrado,Operativo Calificado
34087,Srita.,Sharon,Shan,23/11/1992,Soltero,F,shansharon1992@ciclovida.com,12000,0,Postgrado,Operativo Calificado
34088,Sr.,Tony,Raje,31/7/1976,Soltero,M,rajetony1976@ciclovida.com,2000,3,Educacion Universitaria Completa,Operativo
34089,Sr.,Martin,Rana,17/7/1975,Soltero,M,ranamartin1975@ciclovida.com,2000,3,Educacion Universitaria Completa,Operativo
34090,Sra.,Michele,Romero,9/5/1975,Soltero,F,romeromichele1975@ciclovida.com,4000,2,Educacion Universitaria Completa,Operativo
34091,Sra.,Lisa,Xu,20/5/1977,Casado,F,xulisa1977@ciclovida.com,2000,2,Educacion Secundaria Completa,Operativo
34092,Sra.,Tara,Barbosa,12/12/1976,Soltero,F,barbosatara1976@ciclovida.com,2000,2,Educacion Secundaria Completa,Operativo
34093,Sra.,Lauren,Morgan,1/3/1992,Soltero,F,morganlauren1992@ciclovida.com,2000,2,Educacion Secundaria Completa,Operativo
34094,Sr.,Roberto,Lopez,1/3/1992,Soltero,M,lopezroberto1992@ciclovida.com,4000,1,Educacion Universitaria Completa,Operativo
34095,Sra.,Tina,Lopez,22/4/1992,Casado,F,lopeztina1992@ciclovida.com,6000,1,Educacion Universitaria Completa,Oficinista
34096,Sr.,Hunter,Edwards,14/8/1992,Casado,M,edwardshunter1992@ciclovida.com,18000,4,Educacion Universitaria Completa,Administrativo
34097,Sra.,Heidi,Perez,14/1/1992,Soltero,F,perezheidi1992@ciclovida.com,26000,1,Postgrado,Administrativo
34098,Srita.,Sierra,Green,28/6/2003,Soltero,F,greensierra2003@ciclovida.com,8000,0,Educacion Secundaria Completa,Operativo Calificado
34099,Srita.,Abigail,Alvarez,1/3/2003,Soltero,F,alvarezabigail2003@ciclovida.com,8000,0,Educacion Secundaria Completa,Operativo Calificado
34100,Srita.,Nicole,Perez,22/8/2003,Soltero,F,pereznicole2003@ciclovida.com,8000,0,Educacion Secundaria Completa,Operativo Calificado
34101,Sr.,Jeffery,Yang,11/8/2003,Soltero,M,yangjeffery2003@ciclovida.com,8000,0,Educacion Universitaria Completa,Operativo Calificado
34102,Sr.,Brian,Morris,29/1/2003,Soltero,M,morrisbrian2003@ciclovida.com,8000,0,Educacion Universitaria Completa,Operativo Calificado
34103,Srita.,Sara,Perez,19/4/2003,Soltero,F,perezsara2003@ciclovida.com,8000,0,Educacion Universitaria Completa,Operativo Calificado
34104,Sr.,Terry,Xu,16/8/1968,Soltero,M,xuterry1968@ciclovida.com,4000,3,Educacion Secundaria Completa,Operativo Calificado
34105,Sr.,Pedro,Kapoor,9/4/1968,Casado,M,kapoorpedro1968@ciclovida.com,4000,4,Educacion Secundaria Completa,Operativo Calificado
34106,Sr.,Andres,Sharma,24/4/1968,Casado,M,sharmaandres1968@ciclovida.com,4000,4,Educacion Secundaria Completa,Operativo Calificado
34107,Srita.,Makayla,Cox,23/8/2003,Soltero,F,coxmakayla2003@ciclovida.com,12000,0,Educacion Universitaria Completa,Operativo Calificado
34108,Sr.,Ryan,Johnson,23/12/2002,Soltero,M,johnsonryan2002@ciclovida.com,12000,0,Educacion Universitaria Completa,Operativo Calificado
34109,Srita.,Jada,Parker,29/3/2003,Soltero,F,parkerjada2003@ciclovida.com,14000,0,Educacion Universitaria Completa,Operativo Calificado
34110,Sr.,Eduardo,Martinez,21/8/2003,Soltero,M,martinezeduardo2003@ciclovida.com,14000,0,Educacion Universitaria Completa,Operativo Calificado
34111,Srita.,Jill,Martinez,28/6/2002,Soltero,F,martinezjill2002@ciclovida.com,8000,0,Educacion Secundaria Completa,Operativo Calificado
34112,Srita.,Isabella,Nelson,14/9/2002,Soltero,F,nelsonisabella2002@ciclovida.com,6000,0,Educacion Universitaria Completa,Operativo Calificado
34114,Sr.,Sean,Richardson,13/7/2002,Casado,M,richardsonsean2002@ciclovida.com,12000,0,Educacion Universitaria Completa,Operativo Calificado
